Name,Phone,Category,Subcategory,District,Address,Latitude,Longitude,Google Maps URL
AFC Restaurant Padiyottuchal,+918086880809,Restaurants,Restaurants,Kasaragod,"Padiyottuchal, Kerala 670511، الهند",12.2535202,75.3365817,https://www.google.com/maps/place/AFC+Restaurant+Padiyottuchal/data=!4m7!3m6!1s0x3ba46731b91fa039:0x254336f4cc59ba56!8m2!3d12.2535202!4d75.3365817!16s%2Fg%2F11my84b8y7!19sChIJOaAfuTFnpDsRVrpZzPQ2QyU?authuser=0&hl=ar&rclk=1
RUCHIYIDAM NADAN THATTUKADA,+919947177378,Restaurants,Restaurants,Kasaragod,"224, Vayakkara, Padiyottuchal, Kerala 670511، الهند",12.2564123,75.3355597,https://www.google.com/maps/place/RUCHIYIDAM+NADAN+THATTUKADA/data=!4m7!3m6!1s0x3ba44973b705f7ef:0x3d05b97af4ba3498!8m2!3d12.2564123!4d75.3355597!16s%2Fg%2F11t64619js!19sChIJ7_cFt3NJpDsRmDS69Hq5BT0?authuser=0&hl=ar&rclk=1
Biriyani Hub Vayakkara,+919037983344,Restaurants,Restaurants,Kasaragod,"68XH+VPM, Vayakkara, Kerala 670511، الهند",12.2500893,75.3290167,https://www.google.com/maps/place/Biriyani+Hub+Vayakkara/data=!4m7!3m6!1s0x3ba4673803958fab:0xb1ef2ce1ed0c5e85!8m2!3d12.2500893!4d75.3290167!16s%2Fg%2F11shjhp32y!19sChIJq4-VAzhnpDsRhV4M7eEs77E?authuser=0&hl=ar&rclk=1
C R FOOD COURT THATTUMMAL,,Restaurants,Restaurants,Kasaragod,"69X3+H5W, Thattummal, Kerala 670511، الهند",12.2487263,75.3535958,https://www.google.com/maps/place/C+R+FOOD+COURT+THATTUMMAL/data=!4m7!3m6!1s0x3ba45d8ba3eac3e1:0x5ed6dad644b3c71a!8m2!3d12.2487263!4d75.3535958!16s%2Fg%2F11vcmw6zgp!19sChIJ4cPqo4tdpDsRGsezRNba1l4?authuser=0&hl=ar&rclk=1
ROADHOUSE RESTAURANT,+919495363102,Restaurants,Restaurants,Kasaragod,"Diya Building, 198-A, Payyanur - Cherupuzha Rd, Padiyottuchal, Kerala 670511، الهند",12.2538515,75.3366802,https://www.google.com/maps/place/ROADHOUSE+RESTAURANT/data=!4m7!3m6!1s0x3ba4670022b842bf:0x34a07b8635d005bf!8m2!3d12.2538515!4d75.3366802!16s%2Fg%2F11xrbtbqt3!19sChIJv0K4IgBnpDsRvwXQNYZ7oDQ?authuser=0&hl=ar&rclk=1
D GRAND BAKES AND RESTAURANT,+918714122699,Restaurants,Restaurants,Kasaragod,"kannan Complex Building, 4/135, Payyanur - Cherupuzha Rd, Peringome, Kerala 670353، الهند",12.2109937,75.291433,https://www.google.com/maps/place/D+GRAND+BAKES+AND+RESTAURANT/data=!4m7!3m6!1s0x3ba469003bec68cf:0xd37e6bc670813734!8m2!3d12.2109937!4d75.291433!16s%2Fg%2F11w2425y3j!19sChIJz2jsOwBppDsRNDeBcMZrftM?authuser=0&hl=ar&rclk=1
Prashanthi Restaurant,,Restaurants,Restaurants,Kasaragod,"68F8+WP3, Peringome, Kerala 670353، الهند",12.2250438,75.3166973,https://www.google.com/maps/place/Prashanthi+Restaurant/data=!4m7!3m6!1s0x3ba4676f1da9b97b:0xf40046c1897720bd!8m2!3d12.2250438!4d75.3166973!16s%2Fg%2F11k48khgm6!19sChIJe7mpHW9npDsRvSB3icFGAPQ?authuser=0&hl=ar&rclk=1
Hotel vanitha food house,,Restaurants,Restaurants,Kasaragod,"Unnamed Road, Cherupuzha, Kerala 670511، الهند",12.2726425,75.3613608,https://www.google.com/maps/place/Hotel+vanitha+food+house/data=!4m7!3m6!1s0x3ba45df66d5bc415:0xd91eeac40b5e238a!8m2!3d12.2726425!4d75.3613608!16s%2Fg%2F11gt_x0xrw!19sChIJFcRbbfZdpDsRiiNeC8TqHtk?authuser=0&hl=ar&rclk=1
Hotel Green Park,+914985241277,Restaurants,Restaurants,Kasaragod,"Kakkayamchal, Cherupuzha, Kerala 670511، الهند",12.2674704,75.3573275,https://www.google.com/maps/place/Hotel+Green+Park/data=!4m7!3m6!1s0x3ba45d9ef9e83857:0x8451d8e07f0233ce!8m2!3d12.2674704!4d75.3573275!16s%2Fg%2F11dzwccmf5!19sChIJVzjo-Z5dpDsRzjMCf-DYUYQ?authuser=0&hl=ar&rclk=1
Grand India Restaurant Padiyotchal,+918157820576,Restaurants,Restaurants,Kasaragod,"Payyanur - Cherupuzha Rd, Padiyottuchal, Kerala 670511، الهند",12.2529862,75.3338999,https://www.google.com/maps/place/Grand+India+Restaurant+Padiyotchal/data=!4m7!3m6!1s0x3ba4678edd676775:0x56240582460a77a9!8m2!3d12.2529862!4d75.3338999!16s%2Fg%2F11f3n2fbsw!19sChIJdWdn3Y5npDsRqXcKRoIFJFY?authuser=0&hl=ar&rclk=1
Banazy,,Restaurants,Restaurants,Kasaragod,"7995+569, Kakkayamchal, Cherupuzha, Kerala 670511، الهند",12.26799,75.3577291,https://www.google.com/maps/place/Banazy/data=!4m7!3m6!1s0x3ba45d0069275d6b:0x7fc8bda0915e1704!8m2!3d12.26799!4d75.3577291!16s%2Fg%2F11ypr7s5kg!19sChIJa10naQBdpDsRBBdekaC9yH8?authuser=0&hl=ar&rclk=1
malabar Hotel,+919526179272,Restaurants,Restaurants,Kasaragod,"783M+3W2, Unnamed Road, Padiyottuchal, Kerala 670511، الهند",12.2526269,75.3347615,https://www.google.com/maps/place/malabar+Hotel/data=!4m7!3m6!1s0x3ba467ab8406dd8b:0x1c7be9dfa4daf41d!8m2!3d12.2526269!4d75.3347615!16s%2Fg%2F11f789njnw!19sChIJi90GhKtnpDsRHfTapN_pexw?authuser=0&hl=ar&rclk=1
Hotel Food Cot,+918547222827,Restaurants,Restaurants,Kasaragod,"89F5+48Q, Chittarikkal, Kerala 671326، الهند",12.3227473,75.3583433,https://www.google.com/maps/place/Hotel+Food+Cot/data=!4m7!3m6!1s0x3ba45fee81616c5b:0x164a3d8a6022335d!8m2!3d12.3227473!4d75.3583433!16s%2Fg%2F11rj63tbf3!19sChIJW2xhge5fpDsRXTMiYIo9ShY?authuser=0&hl=ar&rclk=1
Kenz Restaurant,+919263800600,Restaurants,Restaurants,Kasaragod,"TB Road, opp. Hosdurg Juma Masjid, Hosdurg, Kanhangad, Kerala 671315، الهند",12.3147402,75.0901396,https://www.google.com/maps/place/Kenz+Restaurant/data=!4m7!3m6!1s0x3ba47de948f3749f:0x188b45135e72fe2f!8m2!3d12.3147402!4d75.0901396!16s%2Fg%2F11vdh39wxf!19sChIJn3TzSOl9pDsRL_5yXhNFixg?authuser=0&hl=ar&rclk=1
RAHMATHULLA T P,+919656745204,Restaurants,Restaurants,Kasaragod,"Grand Buildings, 12/b, Padiyottuchal, Kerala 670511، الهند",12.252981,75.333972,https://www.google.com/maps/place/RAHMATHULLA+T+P/data=!4m7!3m6!1s0x3ba467247e0a90ef:0xdf9cb3baec0644f!8m2!3d12.252981!4d75.333972!16s%2Fg%2F11z6084h2g!19sChIJ75AKfiRnpDsRT2TArjvL-Q0?authuser=0&hl=ar&rclk=1
Shawaya spot,+919847448473,Restaurants,Restaurants,Kasaragod,"783P+FWJ, Padiyottuchal - Cherupara - Thimiri - Perumbadavu Rd, Padiyottuchal, Kerala 670511، الهند",12.2536197,75.3373234,https://www.google.com/maps/place/Shawaya+spot/data=!4m7!3m6!1s0x3ba46700463a9e1f:0xad260b81c52397bb!8m2!3d12.2536197!4d75.3373234!16s%2Fg%2F11wbytjkmd!19sChIJH546RgBnpDsRu5cjxYELJq0?authuser=0&hl=ar&rclk=1
Airlines Restaurant,,Restaurants,Restaurants,Kasaragod,"6586+JVG, Cheruvathur - Padne - Edachkkai Rd, Cheruvathur, Kerala 671313، الهند",12.2165643,75.1622141,https://www.google.com/maps/place/Airlines+Restaurant/data=!4m7!3m6!1s0x3ba46556f4387ccb:0x29a8ca62e1d8c4e2!8m2!3d12.2165643!4d75.1622141!16s%2Fg%2F1263jnhjj!19sChIJy3w49FZlpDsR4sTY4WLKqCk?authuser=0&hl=ar&rclk=1
Hotel Green Apple,,Restaurants,Restaurants,Kasaragod,"near Kerala Grameena Bank, Cherupuzha, Kerala 670511، الهند",12.2725153,75.3621185,https://www.google.com/maps/place/Hotel+Green+Apple/data=!4m7!3m6!1s0x3ba45dff51872cb5:0xeacd64fb7ccbd5a3!8m2!3d12.2725153!4d75.3621185!16s%2Fg%2F11zkk_7wvm!19sChIJtSyHUf9dpDsRo9XLfPtkzeo?authuser=0&hl=ar&rclk=1
Hotel nadan bakshanam,,Restaurants,Restaurants,Kasaragod,"858M+83H, Eriya, Kerala 671531، الهند",12.3157729,75.1827569,https://www.google.com/maps/place/Hotel+nadan+bakshanam/data=!4m7!3m6!1s0x3ba463322ca224fb:0x9e21956561124e50!8m2!3d12.3157729!4d75.1827569!16s%2Fg%2F11krfhplm2!19sChIJ-ySiLDJjpDsRUE4SYWWVIZ4?authuser=0&hl=ar&rclk=1
Babel Bakery & Restaurant,+918089175050,Restaurants,Restaurants,Kasaragod,"Rk Building, 786, Kannur Rd, Peringome, Kerala 670353، الهند",12.2235437,75.3134884,https://www.google.com/maps/place/Babel+Bakery+%26+Restaurant/data=!4m7!3m6!1s0x3ba4679b81868189:0xa97cd9dd46411eab!8m2!3d12.2235437!4d75.3134884!16s%2Fg%2F11zhpgt10q!19sChIJiYGGgZtnpDsRqx5BRt3ZfKk?authuser=0&hl=ar&rclk=1
"Raj Residency, Kanhangad",+919207000044,Restaurants,Restaurants,Kasaragod,"Alamipally, Kanhangad, Kerala 671315، الهند",12.3049792,75.0969842,"https://www.google.com/maps/place/Raj+Residency,+Kanhangad/data=!4m10!3m9!1s0x3ba47c700847b455:0xac1afdca6d2f5f1f!5m2!4m1!1i2!8m2!3d12.3049792!4d75.0969842!16s%2Fg%2F1vbnmvbc!19sChIJVbRHCHB8pDsRH18vbcr9Gqw?authuser=0&hl=ar&rclk=1"
Kudumbashree Janakeeya Hotel Cherupuzha,,Restaurants,Restaurants,Kasaragod,"79F6+PVJ, Cherupuzha, Kerala 670511، الهند",12.2743287,75.3621306,https://www.google.com/maps/place/Kudumbashree+Janakeeya+Hotel+Cherupuzha/data=!4m7!3m6!1s0x3ba45d1926484825:0x1395add6ec599d84!8m2!3d12.2743287!4d75.3621306!16s%2Fg%2F11llsy4t4b!19sChIJJUhIJhldpDsRhJ1Z7NatlRM?authuser=0&hl=ar&rclk=1
Sharjah Palace Hotel,,Restaurants,Restaurants,Kasaragod,"783P+982, Padiyottuchal, Kerala 670511، الهند",12.25339,75.3357699,https://www.google.com/maps/place/Sharjah+Palace+Hotel/data=!4m7!3m6!1s0x3ba467892958dfb9:0x3858d312939616b6!8m2!3d12.25339!4d75.3357699!16s%2Fg%2F11fy79srcj!19sChIJud9YKYlnpDsRthaWkxLTWDg?authuser=0&hl=ar&rclk=1
SKY BAKER’S HOT & COOL,,Restaurants,Restaurants,Kasaragod,"79PC+6QG Bus Stand, Cherupuzha, Kerala 670511، الهند",12.274369,75.363625,https://www.google.com/maps/place/SKY+BAKER%E2%80%99S+HOT+%26+COOL/data=!4m7!3m6!1s0x3ba45d000287811d:0xd9aae5c064ac036a!8m2!3d12.274369!4d75.363625!16s%2Fg%2F11ymfckvkd!19sChIJHYGHAgBdpDsRagOsZMDlqtk?authuser=0&hl=ar&rclk=1
HOTEL ARAMANA,,Restaurants,Restaurants,Kasaragod,"794F+66R, Muthuvom Rd, Manjakkad, Cherupuzha, Manjakkad, Kerala 670511، الهند",12.2552351,75.3728092,https://www.google.com/maps/place/HOTEL+ARAMANA/data=!4m7!3m6!1s0x3ba45d00652bb76d:0x89a3afa5b8dce84!8m2!3d12.2552351!4d75.3728092!16s%2Fg%2F11m6b5y9xg!19sChIJbbcrZQBdpDsRhM6NW_o6mgg?authuser=0&hl=ar&rclk=1
"Newstar Hotel, Bakery And Catering Service",,Restaurants,Restaurants,Kannur,"4HR2+FXR, Kudiyanmala, Kerala 670582، الهند",12.1412258,75.5523999,"https://www.google.com/maps/place/Newstar+Hotel,+Bakery+And+Catering+Service/data=!4m7!3m6!1s0x3ba448ca15520333:0xef920a90895cd059!8m2!3d12.1412258!4d75.5523999!16s%2Fg%2F11f3848jll!19sChIJMwNSFcpIpDsRWdBciZAKku8?authuser=0&hl=ar&rclk=1"
Food Makkani,,Restaurants,Restaurants,Kannur,"4CW2+VGW, Edakkom, Panapuzha, Kerala 670581، الهند",12.147239,75.4013183,https://www.google.com/maps/place/Food+Makkani/data=!4m7!3m6!1s0x3ba443cfe28d54c1:0xb98277f5f30330d3!8m2!3d12.147239!4d75.4013183!16s%2Fg%2F11lr396mgn!19sChIJwVSN4s9DpDsR0zAD8_V3grk?authuser=0&hl=ar&rclk=1
CAFE METANOA,+919605732323,Restaurants,Restaurants,Kannur,"near Bharat Petroleum, Chungam, Pappinisseri, Kerala 670561، الهند",11.9356775,75.3512354,https://www.google.com/maps/place/CAFE+METANOA/data=!4m7!3m6!1s0x3ba43d2c61061f9d:0xf3ee2f9da5e6e3d6!8m2!3d11.9356775!4d75.3512354!16s%2Fg%2F11q9hq9yzq!19sChIJnR8GYSw9pDsR1uPmpZ0v7vM?authuser=0&hl=ar&rclk=1
Hotel Grand Thiruvonam,+919497424551,Restaurants,Restaurants,Kannur,"Pappinisseri, Kerala 670561، الهند",11.9498151,75.3398656,https://www.google.com/maps/place/Hotel+Grand+Thiruvonam/data=!4m7!3m6!1s0x3ba417007109cbfd:0x892b2ec98380eef9!8m2!3d11.9498151!4d75.3398656!16s%2Fg%2F11vsfcn72t!19sChIJ_csJcQAXpDsR-e6Ag8kuK4k?authuser=0&hl=ar&rclk=1
2SEEQ,,Restaurants,Restaurants,Kannur,"Ekmas Village, Pappinisseri Haji Rd, Pappinisseri, Kerala 670561، الهند",11.9439738,75.3431091,https://www.google.com/maps/place/2SEEQ/data=!4m7!3m6!1s0x3ba43d0017702207:0xdbdf200b14419189!8m2!3d11.9439738!4d75.3431091!16s%2Fg%2F11mrpfhbpr!19sChIJByJwFwA9pDsRiZFBFAsg39s?authuser=0&hl=ar&rclk=1
Hotel Highway,+919847786384,Restaurants,Restaurants,Kannur,"W9W3+QWR, Ancham Peedika - Kolathuvayal Rd, Pappinisseri, Kerala 670561، الهند",11.9469846,75.3547618,https://www.google.com/maps/place/Hotel+Highway/data=!4m7!3m6!1s0x3ba43de56e82ffcd:0x664af56099627b65!8m2!3d11.9469846!4d75.3547618!16s%2Fg%2F1260wns86!19sChIJzf-CbuU9pDsRZXtimWD1SmY?authuser=0&hl=ar&rclk=1
Hotel Stall,,Restaurants,Restaurants,Kannur,"W9W3+XWG, Velapuram Palam, Pappinisseri, Kerala 670561، الهند",11.9474419,75.354838,https://www.google.com/maps/place/Hotel+Stall/data=!4m7!3m6!1s0x3ba43de513aeffe7:0xb52e12ac5dbe65ee!8m2!3d11.9474419!4d75.354838!16s%2Fg%2F1261bsgs8!19sChIJ5_-uE-U9pDsR7mW-XawSLrU?authuser=0&hl=ar&rclk=1
Yeshoda's kitchen,+918075593493,Restaurants,Restaurants,Kannur,"X82Q+M24, west, Pappinisseri, Kerala 670561، الهند",11.9511977,75.337971,https://www.google.com/maps/place/Yeshoda%27s+kitchen/data=!4m7!3m6!1s0x3ba417ab8264d49d:0xd87ae567194a4d4!8m2!3d11.9511977!4d75.337971!16s%2Fg%2F11h5nwcxvp!19sChIJndRkgqsXpDsR1KSUcVauhw0?authuser=0&hl=ar&rclk=1
Food Mall Restaurant and Bakery,,Restaurants,Restaurants,Kannur,"W8PX+HVG, Pappinisseri, Kerala 670561، الهند",11.9364359,75.3497182,https://www.google.com/maps/place/Food+Mall+Restaurant+and+Bakery/data=!4m7!3m6!1s0x3ba43df31ce5f97b:0x9ef2b05c33e85de!8m2!3d11.9364359!4d75.3497182!16s%2Fg%2F11g8cyrysy!19sChIJe_nlHPM9pDsR3oU-wwUr7wk?authuser=0&hl=ar&rclk=1
SHAKE STORY RESTAURANT & CAFE,+919037832433,Restaurants,Restaurants,Kannur,"SHAKE STORY RESTAURANT, Building PAMBALA, 52, PO, Pappinisseri, Velapuram, Kerala 670561، الهند",11.9544348,75.3553919,https://www.google.com/maps/place/SHAKE+STORY+RESTAURANT+%26+CAFE/data=!4m7!3m6!1s0x3ba43d007be9d4a1:0xe43889b4034a7505!8m2!3d11.9544348!4d75.3553919!16s%2Fg%2F11myh0t03c!19sChIJodTpewA9pDsRBXVKA7SJOOQ?authuser=0&hl=ar&rclk=1
CAFE GULABSHA,+917558800816,Restaurants,Restaurants,Kannur,"W9V3+47V, Cottons Rd, Chungam, Pappinisseri, Kerala 670561، الهند",11.9428589,75.3531764,https://www.google.com/maps/place/CAFE+GULABSHA/data=!4m7!3m6!1s0x3ba43d948b0dc64b:0xf477026b68def75b!8m2!3d11.9428589!4d75.3531764!16s%2Fg%2F11vf99lhm7!19sChIJS8YNi5Q9pDsRW_feaGsCd_Q?authuser=0&hl=ar&rclk=1
EKMAS FOOD,+917736001325,Restaurants,Restaurants,Kannur,"432rk Building, Kannur Rd, Pappinisseri, Kerala 670561، الهند",11.9438448,75.3429007,https://www.google.com/maps/place/EKMAS+FOOD/data=!4m7!3m6!1s0x3ba43d423ee8f6d5:0x5becbbf89614fb9f!8m2!3d11.9438448!4d75.3429007!16s%2Fg%2F11s4x4ll7m!19sChIJ1fboPkI9pDsRn_sUlvi77Fs?authuser=0&hl=ar&rclk=1
FALAFEL Street Food,+918111811535,Restaurants,Restaurants,Kannur,"opposite Kattilepalli Nr. Hidayath E M School, Chungam, Pappinisseri, Kerala 670561، الهند",11.9376725,75.3493046,https://www.google.com/maps/place/FALAFEL+Street+Food/data=!4m7!3m6!1s0x3ba43df3af6fc2e7:0xbda7dadc9e7ddcce!8m2!3d11.9376725!4d75.3493046!16s%2Fg%2F11f2_wlc9w!19sChIJ58Jvr_M9pDsRztx9ntzap70?authuser=0&hl=ar&rclk=1
Fil fil Restaurant,+919155116611,Restaurants,Restaurants,Kannur,"W8PX+PX2, Pazhayangadi Rd, near Kattilepalli, Chungam, Pappinisseri, Kerala 670561، الهند",11.936385,75.3497418,https://www.google.com/maps/place/Fil+fil+Restaurant/data=!4m7!3m6!1s0x3ba43df307b5befd:0x755d9c820304e4e9!8m2!3d11.936385!4d75.3497418!16s%2Fg%2F11c81kyc9p!19sChIJ_b61B_M9pDsR6eQEA4KcXXU?authuser=0&hl=ar&rclk=1
A R Thattukada,,Restaurants,Restaurants,Kannur,"Post Office, Bus Stop, Pazhayangadi Rd, Pappinisseri, Kerala 670561، الهند",11.9511807,75.3376395,https://www.google.com/maps/place/A+R+Thattukada/data=!4m7!3m6!1s0x3ba417ce8f2114fd:0xa9cfedc3bf925525!8m2!3d11.9511807!4d75.3376395!16s%2Fg%2F11rt_kdh63!19sChIJ_RQhj84XpDsRJVWSv8Ptz6k?authuser=0&hl=ar&rclk=1
AFC American Fried Chicken,+919895150808,Restaurants,Restaurants,Kannur,"W8VV+J56, Pappinisseri, Kerala 670561، الهند",11.9440194,75.3427765,https://www.google.com/maps/place/AFC+American+Fried+Chicken/data=!4m7!3m6!1s0x3ba43da8b174a267:0x4bde4b9f42d6e339!8m2!3d11.9440194!4d75.3427765!16s%2Fg%2F11pzyr1xz0!19sChIJZ6J0sag9pDsROePWQp9L3ks?authuser=0&hl=ar&rclk=1
Arabian Restaurant Pappinissery,,Restaurants,Restaurants,Kannur,"near ems Higher secondary school, Pappinisseri, Kerala 670561، الهند",11.9447467,75.3423745,https://www.google.com/maps/place/Arabian+Restaurant+Pappinissery/data=!4m7!3m6!1s0x3ba43d6282ff4a65:0xffc4c2c5ee0adc94!8m2!3d11.9447467!4d75.3423745!16s%2Fg%2F11h94ww1cp!19sChIJZUr_gmI9pDsRlNwK7sXCxP8?authuser=0&hl=ar&rclk=1
Shawarmathi - Kannur,+917994164499,Restaurants,Restaurants,Kannur,"Pappinisseri Haji Rd, near AFC, near to EMS Smaraka GHSS, Pappinisseri, Kerala 670561، الهند",11.9439344,75.3428385,https://www.google.com/maps/place/Shawarmathi+-+Kannur/data=!4m7!3m6!1s0x3ba43dfb3b76ace1:0x9a980ca735570df!8m2!3d11.9439344!4d75.3428385!16s%2Fg%2F11vy9ty540!19sChIJ4ax2O_s9pDsR33BVc8qAqQk?authuser=0&hl=ar&rclk=1
Ela Pappinisseri,,Restaurants,Restaurants,Kannur,"W9X3+5RV, Velapuram Palam, Pappinisseri, Kerala 670561، الهند",11.9479949,75.3545585,https://www.google.com/maps/place/Ela+Pappinisseri/data=!4m7!3m6!1s0x3ba43d02914eedbf:0xaf0b4d367bc90005!8m2!3d11.9479949!4d75.3545585!16s%2Fg%2F11s5m2hhm7!19sChIJv-1OkQI9pDsRBQDJezZNC68?authuser=0&hl=ar&rclk=1
KERALA FOOD HOUSE AND CATERING CO-OPERATIVE LTD NO 4446,+919188939330,Restaurants,Restaurants,Kannur,"FOOD HOUSE BUILDING, 007/AA, Chungam, Pappinisseri, Kerala 670561، الهند",11.9415504,75.353965,https://www.google.com/maps/place/KERALA+FOOD+HOUSE+AND+CATERING+CO-OPERATIVE+LTD+NO+4446/data=!4m7!3m6!1s0x3ba43d0cd069dd09:0xc4167bdd6aca21c4!8m2!3d11.9415504!4d75.353965!16s%2Fg%2F11yjzxw5js!19sChIJCd1p0Aw9pDsRxCHKat17FsQ?authuser=0&hl=ar&rclk=1
Tasty hub restaurant,,Restaurants,Restaurants,Kannur,"Panchayath Rd, Chungam, Pappinisseri, Kerala 670561، الهند",11.9457735,75.3546747,https://www.google.com/maps/place/Tasty+hub+restaurant/data=!4m7!3m6!1s0x3ba43d711cc78419:0xdec23e13793808e9!8m2!3d11.9457735!4d75.3546747!16s%2Fg%2F11npdcs0b6!19sChIJGYTHHHE9pDsR6Qg4eRM-wt4?authuser=0&hl=ar&rclk=1
Fribe Cafe,+916282095783,Restaurants,Restaurants,Kannur,"Pappinisseri Haji Rd, Pappinisseri, Kerala 670561، الهند",11.9438633,75.3428347,https://www.google.com/maps/place/Fribe+Cafe/data=!4m7!3m6!1s0x3ba43d00628573ed:0xbcf28dfee368bc3d!8m2!3d11.9438633!4d75.3428347!16s%2Fg%2F11l_0f18xp!19sChIJ7XOFYgA9pDsRPbxo4_6N8rw?authuser=0&hl=ar&rclk=1
Janakeeya hotel,+919605727307,Restaurants,Restaurants,Kannur,"Janakeeya hotel, Ellipuram, Pappinisseri, Kerala 670561، الهند",11.9442602,75.3423141,https://www.google.com/maps/place/Janakeeya+hotel/data=!4m7!3m6!1s0x3ba43ded2c57af87:0x20e8a96e62ceef18!8m2!3d11.9442602!4d75.3423141!16s%2Fg%2F11pcd6kxw6!19sChIJh69XLO09pDsRGO_OYm6p6CA?authuser=0&hl=ar&rclk=1
Meals Club Restaurant & Catering,+919495954248,Restaurants,Restaurants,Kannur,"W985+V87, Chirakkal, Puthiyatheru, Kerala 670011، الهند",11.9171636,75.3582881,https://www.google.com/maps/place/Meals+Club+Restaurant+%26+Catering/data=!4m7!3m6!1s0x3ba43d8409cbd92b:0xd213b515774370c3!8m2!3d11.9171636!4d75.3582881!16s%2Fg%2F11q1dhs2qn!19sChIJK9nLCYQ9pDsRw3BDdxW1E9I?authuser=0&hl=ar&rclk=1
SESTRA SMAK,+917356483861,Restaurants,Restaurants,Kannur,"313rk Building, Pazhayangadi Rd, Chungam, Pappinisseri, Kerala 670561، الهند",11.9367732,75.3498879,https://www.google.com/maps/place/SESTRA+SMAK/data=!4m7!3m6!1s0x3ba43d84d99d1041:0xe6cc67246d67b8f7!8m2!3d11.9367732!4d75.3498879!16s%2Fg%2F11mz9z3wbj!19sChIJQRCd2YQ9pDsR97hnbSRnzOY?authuser=0&hl=ar&rclk=1
Malabar cafe,,Restaurants,Restaurants,Kannur,"Keecheri, Velapuram, Kerala 670561، الهند",11.9584951,75.3563904,https://www.google.com/maps/place/Malabar+cafe/data=!4m7!3m6!1s0x3ba43f28ed80f60d:0xbca9cdceef8d8142!8m2!3d11.9584951!4d75.3563904!16s%2Fg%2F11lrpb5xg9!19sChIJDfaA7Sg_pDsRQoGN787Nqbw?authuser=0&hl=ar&rclk=1
Zoya factor restaurant,+918606832802,Restaurant,Restaurants,Kannur,"Valapattanam, Kerala 670010، الهند",11.9203535,75.3524135,https://www.google.com/maps/place/Zoya+factor+restaurant/data=!4m7!3m6!1s0x3ba43d09f51d5ae5:0x796469f55eb8f2b8!8m2!3d11.9203535!4d75.3524135!16s%2Fg%2F11ypwgkfs3!19sChIJ5Vod9Qk9pDsRuPK4XvVpZHk?authuser=0&hl=ar&rclk=1
GOOD FOOD,,Food manufacturer,Restaurants,Kannur,"Near Chithra Theature , Dharmasala-Kannapuram, Road, Anchampeedika, Kannur, Kerala 670331، الهند",11.974796,75.3452509,https://www.google.com/maps/place/GOOD+FOOD/data=!4m7!3m6!1s0x3ba43f64412b762f:0x32c9af0fef7dd4d3!8m2!3d11.974796!4d75.3452509!16s%2Fg%2F11h4g9dqb6!19sChIJL3YrQWQ_pDsR09R97w-vyTI?authuser=0&hl=ar&rclk=1
Safari Restaurant,+918111955550,Family restaurant,Restaurants,Kannur,"Toll booth, National Highway, Valapattanam, Kerala 670010، الهند",11.9272765,75.3530831,https://www.google.com/maps/place/Safari+Restaurant/data=!4m7!3m6!1s0x3ba43dfa46863867:0x47e927901ecc4d18!8m2!3d11.9272765!4d75.3530831!16s%2Fg%2F11mw7rrssy!19sChIJZziGRvo9pDsRGE3MHpAn6Uc?authuser=0&hl=ar&rclk=1
HOMRAI Restaurant,+919645119966,Restaurant,Restaurants,Kannur,"Ponkuthi, Kolachery, Kerala 670601، الهند",11.9745344,75.4110481,https://www.google.com/maps/place/HOMRAI+Restaurant/data=!4m7!3m6!1s0x3ba43fd9ef439f83:0xc459e7c0192753ae!8m2!3d11.9745344!4d75.4110481!16s%2Fg%2F11yy28zhgz!19sChIJg59D79k_pDsRrlMnGcDnWcQ?authuser=0&hl=ar&rclk=1
2255 Hotel,,Restaurants,Restaurants,Kannur,"X9MX+6M9, Parassinikadavu, Kerala 670563، الهند",11.9830284,75.3992464,https://www.google.com/maps/place/2255+Hotel/data=!4m7!3m6!1s0x3ba43f004b3cd47d:0x32c6b077eac1deca!8m2!3d11.9830284!4d75.3992464!16s%2Fg%2F11ycg3qrg_!19sChIJfdQ8SwA_pDsRyt7B6newxjI?authuser=0&hl=ar&rclk=1
Baba King Family Restaurant,+918921740839,Restaurants,Restaurants,Kannur,"Narath, Kerala 670601، الهند",11.9579311,75.3876909,https://www.google.com/maps/place/Baba+King+Family+Restaurant/data=!4m7!3m6!1s0x3ba43d006fc4de8f:0x41bd942be3037236!8m2!3d11.9579311!4d75.3876909!16s%2Fg%2F11ln_sw4sd!19sChIJj97EbwA9pDsRNnID4yuUvUE?authuser=0&hl=ar&rclk=1
Thanima Restaurent & Catering,,Restaurants,Restaurants,Kannur,"X89G+H6P, Pazhayangadi Rd, Kannapuram, Kerala 670301، الهند",11.9693192,75.3254943,https://www.google.com/maps/place/Thanima+Restaurent+%26+Catering/data=!4m7!3m6!1s0x3ba415005bf025db:0xcfbe89f6d33d9035!8m2!3d11.9693192!4d75.3254943!16s%2Fg%2F11njzhkv8d!19sChIJ2yXwWwAVpDsRNZA90_aJvs8?authuser=0&hl=ar&rclk=1
